gca	name	taxonomy	annotation_method	version_info	N50	fasta_file	gff_file
GCA_002368545	Ramichloridium_GCA_002368545.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Mycosphaerellales;Dissoconiaceae;Ramichloridium;Ramichloridium luteum	funannotate	GCA_002368545.1	436491	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_002368545/GCA_002368545.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_002368545/gene_prediction_results/predict_results/GCA_002368545.gff3
GCA_001692735	Lepidopterella_GCA_001692735.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Mytilinidiales;Argynnaceae;Lepidopterella;Lepidopterella palustris;Lepidopterella palustris CBS 459.81	NCBI GenBank	GCA_001692735.1	51152	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_001692735.1_Leppa1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_001692735.1_Leppa1_genomic.gff
GCA_002778095	Fragosphaeria_GCA_002778095.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Ophiostomatales;Ophiostomataceae;Fragosphaeria;Fragosphaeria purpurea	funannotate	GCA_002778095.1	5109962	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_002778095/GCA_002778095.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_002778095/gene_prediction_results/predict_results/GCA_002778095.gff3
GCA_000149305	Rhizopus_GCA_000149305.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Rhizopodaceae;Rhizopus;Rhizopus delemar;Rhizopus delemar RA 99-880	NCBI GenBank	GCA_000149305.1	3008036	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_000149305.1_RO3_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_000149305.1_RO3_genomic.gff
GCA_000235945	Homolaphlyctis_GCA_000235945.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophydiales;Rhizophydiales incertae sedis;Homolaphlyctis;Homolaphlyctis polyrhiza;Homolaphlyctis polyrhiza JEL 142	funannotate	GCA_000235945.1	43769	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000235945/GCA_000235945.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000235945/gene_prediction_results/predict_results/GCA_000235945.gff3
GCA_003574815	Aspergillus_GCA_003574815.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus spinulosporus	funannotate	GCA_003574815.1	938230	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003574815/GCA_003574815.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003574815/gene_prediction_results/predict_results/GCA_003574815.gff3
GCA_002865625	Hyaloscypha_GCA_002865625.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Leotiomycetes;Helotiales;Hyaloscyphaceae;Hyaloscypha;Hyaloscypha hepaticicola/Rhizoscyphus ericae species complex;Hyaloscypha hepaticicola	NCBI GenBank	GCA_002865625.1	699253	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_002865625.1_Rhier1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_002865625.1_Rhier1_genomic.gff
GCA_006535975	Chytriomyces_GCA_006535975.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Chytriomyces;Chytriomyces confervae	NCBI GenBank	GCA_006535975.1	44441	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_006535975.1_ASM653597v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_006535975.1_ASM653597v1_genomic.gff
GCA_001513895	Graphilbum_GCA_001513895.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Ophiostomatales;Ophiostomataceae;Graphilbum;Graphilbum fragrans	funannotate	GCA_001513895.1	1027011	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_001513895/GCA_001513895.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_001513895/gene_prediction_results/predict_results/GCA_001513895.gff3
GCA_002104975	Neocallimastix_GCA_002104975.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Neocallimastix;Neocallimastix californiae	NCBI GenBank	GCA_002104975.1	443414	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_002104975.1_Neocallimastix_sp._G1_v1.0_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_002104975.1_Neocallimastix_sp._G1_v1.0_genomic.gff
GCA_000611775	Umbilicaria_GCA_000611775.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Lecanoromycetes;OSLEUM clade;Umbilicariomycetidae;Umbilicariales;Umbilicariaceae;Umbilicaria;Umbilicaria muehlenbergii	funannotate	GCA_000611775.1	6963941	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000611775/GCA_000611775.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000611775/gene_prediction_results/predict_results/GCA_000611775.gff3
GCA_027596075	Rhizophlyctis_GCA_027596075.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophlyctidales;Rhizophlyctidaceae;Rhizophlyctis;Rhizophlyctis rosea	NCBI GenBank	GCA_027596075.1	104972	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_027596075.1_ASM2759607v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027596075.1_ASM2759607v1_genomic.gff
GCA_002104905	Basidiobolus_GCA_002104905.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Entomophthoromycotina;Basidiobolomycetes;Basidiobolales;Basidiobolaceae;Basidiobolus;Basidiobolus meristosporus;Basidiobolus meristosporus CBS 931.73	NCBI GenBank	GCA_002104905.1	106019	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_002104905.1_Basme2finSC_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_002104905.1_Basme2finSC_genomic.gff
GCA_000313485	Wickerhamomyces_GCF_000313485.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Wickerhamomyces;Wickerhamomyces ciferrii	NCBI RefSeq	GCF_000313485.1	98237	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_000313485.1_ASM31348v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_000313485.1_ASM31348v1_genomic.gff
GCA_002104945	Piromyces_GCA_002104945.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Piromyces;Piromyces finnis	NCBI GenBank	GCA_002104945.1	749539	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_002104945.1_Piromyces_sp._finnis_v3.0_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_002104945.1_Piromyces_sp._finnis_v3.0_genomic.gff
GCA_025602905	Phlyctochytrium_GCA_025602905.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytridiaceae;Phlyctochytrium;Phlyctochytrium arcticum	NCBI GenBank	GCA_025602905.1	855893	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_025602905.1_Triarc1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_025602905.1_Triarc1_genomic.gff
GCA_001692915	Glonium_GCA_001692915.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporomycetidae incertae sedis;Gloniaceae;Glonium;Glonium stellatum	NCBI GenBank	GCA_001692915.1	30598	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_001692915.1_Glonium_stellatum_CBS_207.34_v1.0_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_001692915.1_Glonium_stellatum_CBS_207.34_v1.0_genomic.gff
GCA_027604305	Chytridiales_GCA_027604305.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;unclassified Chytridiales;Chytridiales sp. JEL 0842	NCBI GenBank	GCA_027604305.1	72054	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_027604305.1_ASM2760430v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027604305.1_ASM2760430v1_genomic.gff
GCA_027596945	Physocladia_GCA_027596945.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Physocladia;Physocladia obscura	NCBI GenBank	GCA_027596945.1	11688	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_027596945.1_ASM2759694v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027596945.1_ASM2759694v1_genomic.gff
GCA_025399195	Umbelopsis_GCF_025399195.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis;Umbelopsis ramanniana;Umbelopsis ramanniana AG	NCBI RefSeq	GCF_025399195.1	293936	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_025399195.1_Umbra1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_025399195.1_Umbra1_genomic.gff
GCA_000697415	Umbelopsis_GCA_000697415.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Umbelopsis;Umbelopsis isabellina;Umbelopsis isabellina B7317	funannotate	GCA_000697415.1	1154400	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000697415/GCA_000697415.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_000697415/gene_prediction_results/predict_results/GCA_000697415.gff3
GCA_027604685	Lobulomyces_GCA_027604685.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Lobulomycetales;Lobulomycetaceae;Lobulomyces;Lobulomyces angularis	NCBI GenBank	GCA_027604685.1	46139	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_027604685.1_ASM2760468v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027604685.1_ASM2760468v1_genomic.gff
GCA_004155245	Ramularia_GCA_004155245.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Mycosphaerellales;Mycosphaerellaceae;Ramularia;Ramularia coccinea	funannotate	GCA_004155245.1	987502	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_004155245/GCA_004155245.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_004155245/gene_prediction_results/predict_results/GCA_004155245.gff3
GCA_002705745	Coemansia_GCA_002705745.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Zoopagomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia reversa;Coemansia reversa NRRL 1564	NCBI GenBank	GCA_002705745.1	337407	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_002705745.1_Coere1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_002705745.1_Coere1_genomic.gff
GCA_025526995	Powellomyces_GCA_025526995.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Spizellomycetales;Powellomycetaceae;Powellomyces;Powellomyces hirtus	NCBI GenBank	GCA_025526995.1	1016081	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_025526995.1_Powhir1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_025526995.1_Powhir1_genomic.gff
GCA_025201725	Chytriomyces_GCA_025201725.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Chytriomyces;unclassified Chytriomyces;Chytriomyces sp. MP71	NCBI GenBank	GCA_025201725.1	45483	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_025201725.1_Chytri1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_025201725.1_Chytri1_genomic.gff
GCA_003790465	Morchella_GCA_003790465.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;Pezizomycetes;Pezizales;Morchellaceae;Morchella;Morchella conica;Morchella conica CCBAS932	NCBI GenBank	GCA_003790465.1	592658	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_003790465.1_Morco1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_003790465.1_Morco1_genomic.gff
GCA_000836435	Fonsecaea_GCF_000836435.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Chaetothyriomycetidae;Chaetothyriales;Herpotrichiellaceae;Fonsecaea;Fonsecaea multimorphosa;Fonsecaea multimorphosa CBS 102226	NCBI RefSeq	GCF_000836435.1	962369	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_Fastas_in_NCBI_RefSeq/GCF_000836435.1_Fons_mult_CBS_102226_V1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI_RefSeq/GCF_000836435.1_Fons_mult_CBS_102226_V1_genomic.gff
GCA_001660795	Leptoxyphium_GCA_001660795.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Capnodiales;Capnodiaceae;Leptoxyphium;Leptoxyphium fumago	funannotate	GCA_001660795.1	186112	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_001660795/GCA_001660795.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_001660795/gene_prediction_results/predict_results/GCA_001660795.gff3
GCA_001599695	Phaeotremella_GCA_001599695.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Phaeotremellaceae;Phaeotremella;Phaeotremella skinneri	funannotate	GCA_001599695.1	980761	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_001599695/GCA_001599695.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_001599695/gene_prediction_results/predict_results/GCA_001599695.gff3
GCA_003990805	Paecilomyces_GCA_003990805.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Thermoascaceae;Paecilomyces;Paecilomyces variotii	funannotate	GCA_003990805.1	4532998	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003990805/GCA_003990805.cleaned.sorted.masked.fa	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/researchdrive/Multicellularity_and_BGCs/Fungal_Funannotate_Results_Dir/GCA_003990805/gene_prediction_results/predict_results/GCA_003990805.gff3
GCA_027604665	Polyrhizophydium_GCA_027604665.1	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Rhizophydiales;Rhizophydiales incertae sedis;Polyrhizophydium;Polyrhizophydium stewartii	NCBI GenBank	GCA_027604665.1	11660	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/All_Genomes_LinksCorrected/GCA_027604665.1_ASM2760466v1_genomic.fna	/workspace/lab/kalanlab/salamzar/multicellularity_and_bgcs/calcaneus/Multicellularity_and_BGC_Abundances/Polished_Fungi/Genome_GFFs_in_NCBI/GCA_027604665.1_ASM2760466v1_genomic.gff
